id;miejsce;id_zawodnika;wynik_I_serii;wynik_II_serii;nota;id_zawodow
696;29;11;125,00;113,00;223,90;24
697;1;63;129,50;136,00;277,40;25
698;2;136;126,00;133,50;266,10;25
699;3;57;121,50;124,50;241,80;25
700;4;66;124,50;120,00;240,10;25
701;5;55;122,00;121,50;238,30;25
702;5;76;122,00;124,00;238,30;25
703;7;197;117,50;127,00;238,10;25
704;8;226;123,00;121,50;236,10;25
705;9;93;118,50;122,50;233,30;25
706;10;98;119,50;122,50;232,60;25
707;11;68;124,00;117,50;232,20;25
708;12;210;121,00;120,00;229,80;25
709;13;38;124,00;116,50;228,90;25
710;14;240;118,50;120,50;227,20;25
711;15;79;118,00;122,00;226,50;25
712;16;132;120,50;118,50;226,20;25
713;17;112;115,00;124,50;226,10;25
714;18;123;117,00;120,50;225,50;25
715;19;77;118,50;119,00;225,00;25
716;20;244;115,00;123,50;224,80;25
717;21;108;115,50;120,50;223,80;25
718;22;164;117,50;119,00;223,70;25
719;23;67;121,50;116,50;222,40;25
720;24;70;115,00;119,50;216,60;25
721;25;50;117,50;117,00;216,10;25
722;26;11;117,00;117,00;215,70;25
723;27;133;115,00;117,00;213,10;25
724;28;135;115,00;112,50;206,00;25
725;29;37;115,00;112,50;202,00;25
726;1;136;99,50;98,00;271,50;26
727;2;68;96,00;92,00;252,00;26
728;3;55;91,50;94,00;243,00;26
729;4;63;91,50;93,00;241,50;26
730;5;164;92,50;92,00;240,00;26
731;6;112;92,50;91,00;236,50;26
732;7;77;90,00;93,00;235,00;26
733;7;108;92,50;89,00;235,00;26
734;9;123;92,50;89,00;234,50;26
735;9;132;91,00;92,50;234,50;26
736;11;85;91,00;92,00;234,00;26
737;12;151;90,00;92,50;233,50;26
738;13;50;91,50;90,00;231,00;26
739;13;244;92,00;90,00;231,00;26
740;15;93;88,50;91,00;230,00;26
741;16;70;89,50;91,00;229,00;26
742;17;236;90,00;90,50;228,50;26
743;18;133;90,00;89,00;227,00;26
744;19;3;89,00;90,00;226,00;26
745;20;79;90,50;90,50;224,50;26
746;20;98;90,00;88,50;224,50;26
747;20;226;90,00;88,50;224,50;26
748;23;138;89,50;87,50;222,00;26
749;24;104;89,50;87,00;220,00;26
750;25;135;89,00;87,50;219,50;26
751;26;111;88,50;87,00;217,50;26
752;26;38;88,50;87,00;217,50;26
753;28;113;89,50;85,00;215,00;26
754;29;181;88,00;86,00;214,50;26
755;1;76;134,00;132,50;280,20;27
756;2;63;132,00;133,50;278,90;27
757;3;68;132,00;134,00;278,80;27
758;4;136;133,50;135,50;278,70;27
759;5;77;132,00;133,00;278,50;27
760;6;4;128,50;137,00;278,40;27
761;7;5;131,00;137,00;277,90;27
762;8;132;134,00;129,50;274,80;27
763;9;57;129,00;132,50;272,20;27
764;10;22;125,00;130,50;257,90;27
765;11;197;125,50;128,00;256,80;27
766;12;79;126,50;128,00;255,10;27
767;13;67;127,00;126,00;253,90;27
768;14;93;127,50;125,00;253,50;27
769;15;151;125,00;127,00;253,10;27
770;16;113;124,50;130,50;251,50;27
771;17;98;126,50;124,50;249,80;27
772;18;3;122,50;126,00;246,30;27
773;19;133;127,00;121,50;241,30;27
774;20;112;124,00;122,00;240,80;27
775;21;70;125,00;119,00;234,70;27
776;22;90;124,00;119,00;234,40;27
777;23;47;124,00;118,00;231,60;27
778;24;210;122,00;119,50;230,70;27
779;25;108;121,50;118,50;230,50;27
780;26;46;121,00;120,00;229,80;27
781;27;34;120,50;120,00;228,90;27
782;28;48;121,50;118,50;228,50;27
783;29;240;119,50;118,00;223,50;27
784;1;136;132,00;134,50;281,70;28
785;2;5;133,50;130,50;275,70;28
786;3;113;134,00;126,50;267,90;28
787;4;4;130,50;125,50;261,30;28
788;5;133;128,00;126,50;257,60;28
789;6;79;129,00;125,00;256,20;28
790;7;68;123,50;129,50;255,90;28
791;8;151;122,00;129,00;252,30;28
792;9;164;127,00;125,00;251,60;28
793;10;22;124,00;127,00;251,30;28
794;11;3;126,00;124,00;249,00;28
795;12;67;127,00;122,50;247,10;28
796;13;11;130,00;119,50;246,60;28
797;13;77;120,00;129,50;246,60;28
798;15;63;121,00;127,50;245,30;28
799;16;70;125,50;122,00;243,00;28
800;17;123;123,00;122,50;241,40;28
801;18;50;123,00;124,00;240,60;28
802;19;244;125,00;120,50;238,90;28
803;20;38;122,00;123,50;238,40;28
804;21;57;123,00;121,00;237,70;28
805;22;76;123,00;121,00;235,70;28
806;23;37;125,00;117,00;231,60;28
807;24;240;120,50;120,50;230,30;28
808;25;24;122,50;119,50;229,60;28
809;26;46;123,00;114,50;223,50;28
810;27;112;125,50;110,00;219,40;28
811;28;170;121,00;113,50;217,10;28
812;29;93;118,50;114,50;216,90;28
813;1;136;131,00;130,00;272,80;29
814;2;236;130,00;128,50;266,30;29
815;3;5;131,00;129,00;265,50;29
816;4;68;129,00;126,50;260,90;29
817;5;63;128,50;125,50;256,70;29
818;6;77;126,00;127,00;254,90;29
819;7;57;125,00;124,00;247,20;29
820;8;113;126,50;125,00;245,70;29
821;9;76;123,50;125,50;243,20;29
822;10;197;122,50;122,50;239,00;29
823;11;79;123,00;122,50;238,90;29
824;12;244;117,50;126,50;237,20;29
825;13;98;122,50;121,50;234,70;29
826;14;238;117,50;125,50;231,90;29
827;15;55;121,00;118,50;231,60;29
828;16;70;118,00;124,00;231,10;29
829;17;50;116,50;127,00;229,80;29
830;18;123;120,00;119,50;229,10;29
831;19;22;122,00;118,50;228,90;29
832;20;111;118,00;123,00;228,80;29
833;20;38;117,00;124,00;228,80;29
834;22;170;118,50;121,00;228,60;29
835;23;145;120,00;120,00;227,50;29
836;24;93;120,00;117,00;226,10;29
837;25;51;115,50;122,00;224,00;29
838;26;132;123,00;118,50;223,70;29
839;27;67;116,50;123,00;223,10;29
840;27;47;116,00;121,00;223,10;29
841;29;112;120,50;114,00;217,60;29
842;1;136;132,00;132,50;282,10;30
843;2;5;131,50;130,00;275,70;30
844;3;236;130,50;124,00;260,10;30
845;4;68;128,00;126,00;257,20;30
846;5;63;126,00;123,50;248,60;30
847;6;113;124,00;125,50;247,60;30
848;7;77;124,50;123,50;247,40;30
849;8;76;125,50;122,00;242,50;30
850;9;112;122,50;123,00;238,40;30
851;10;57;125,00;119,00;237,20;30
852;11;244;122,00;121,50;236,80;30
853;12;79;122,00;120,50;234,50;30
854;13;123;122,50;119,00;231,70;30
855;14;22;123,00;117,50;230,90;30
856;15;111;122,00;118,50;229,40;30
857;16;197;122,50;114,50;223,60;30
858;17;34;117,50;119,50;222,10;30
859;17;170;119,50;117,50;222,10;30
860;19;132;119,00;120,00;221,70;30
861;20;67;117,00;119,00;219,80;30
862;21;93;116,00;117,50;217,80;30
863;22;98;121,00;115,00;215,80;30
864;23;38;116,00;117,00;213,90;30
865;24;55;117,50;112,50;212,50;30
866;25;237;114,50;116,50;211,80;30
867;26;13;120,00;111,50;211,20;30
868;27;135;115,50;113,50;206,20;30
869;28;48;115,00;112,50;204,50;30
870;29;210;114,50;108,00;194,50;30
871;1;63;122,00;122,00;260,20;31
872;2;77;115,00;129,00;252,20;31
873;3;5;119,00;120,00;248,70;31
874;4;68;119,50;122,50;248,10;31
875;5;136;117,50;119,50;245,10;31
876;6;236;115,50;118,50;239,70;31
877;7;98;115,50;120,50;239,30;31
878;8;46;116,50;117,00;237,30;31
879;9;210;115,50;116,00;232,70;31
880;10;57;115,00;115,50;232,40;31
881;11;237;115,50;116,00;232,20;31
882;12;3;113,50;116,50;231,00;31
883;13;113;118,50;111,00;228,10;31
884;14;151;114,50;113,50;226,40;31
885;15;170;112,50;115,00;224,50;31
886;16;164;115,00;115,00;224,00;31
887;17;79;111,50;115,50;222,60;31
888;18;244;110,50;116,50;220,60;31
889;19;197;115,00;111,00;219,30;31
890;20;226;111,50;113,50;219,00;31
891;21;76;114,00;111,50;218,40;31
892;22;34;112,00;111,50;217,30;31
893;23;38;110,00;115,50;216,90;31
894;24;47;109,50;114,00;216,30;31
895;25;4;108,50;113,00;212,70;31
896;26;11;108,00;111,00;209,20;31
897;27;67;109,50;110,50;207,50;31
898;28;55;107,00;108,00;203,50;31
899;29;123;104,00;111,00;199,50;31
900;1;63;122,50;125,00;264,50;32
901;2;236;122,00;124,00;262,80;32
902;3;136;121,50;122,50;259,70;32
903;4;237;120,00;124,50;259,10;32
904;5;5;120,50;120,00;253,90;32
905;6;68;116,50;123,50;252,00;32
906;7;77;117,50;121,00;245,30;32
907;8;112;121,00;120,00;243,30;32
908;8;197;116,00;120,00;243,30;32
909;10;113;120,50;117,00;241,50;32
910;11;76;121,00;115,00;237,80;32
911;12;22;114,00;119,00;235,90;32
912;12;151;118,00;115,00;235,90;32
913;14;120;119,00;115,00;235,70;32
914;15;46;116,00;116,00;235,10;32
915;16;3;116,00;116,50;235,00;32
916;17;79;116,50;117,00;234,30;32
917;17;244;116,00;117,50;234,30;32
918;19;170;118,50;113,00;232,70;32
919;20;98;115,00;116,00;229,30;32
920;21;34;113,50;116,50;228,50;32
921;22;57;112,00;116,50;227,80;32
922;23;38;113,50;116,00;226,60;32
923;24;4;115,50;112,50;224,40;32
924;25;210;111,50;115,50;224,10;32
925;26;50;111,50;113,50;219,00;32
926;26;111;111,50;113,50;219,00;32
927;28;238;110,00;112,50;214,50;32
928;29;123;109,50;109,00;208,80;32
929;1;63;134,50;128,00;270,00;33
930;2;136;124,00;123,50;247,00;33
931;3;77;126,50;120,50;244,10;33
932;4;68;120,50;124,50;240,50;33
933;5;197;122,50;121,00;238,30;33
934;6;236;124,00;119,00;237,90;33
935;7;112;124,00;119,00;234,90;33
936;8;120;121,00;121,50;234,00;33
937;9;76;122,50;118,50;228,30;33
938;10;151;122,00;116,00;227,90;33
939;11;5;122,00;116,00;227,40;33
940;12;22;119,50;117,00;224,20;33
941;13;237;118,00;118,50;223,70;33
942;14;210;121,50;115,50;222,10;33
943;15;98;118,50;117,50;220,80;33
944;16;55;118,50;114,50;218,40;33
945;17;57;116,50;116,50;217,40;33
946;18;170;115,00;119,00;216,70;33
947;19;40;119,00;114,50;215,30;33
948;20;226;119,50;112,50;212,60;33
949;21;79;115,00;116,50;211,20;33
950;22;67;117,00;114,50;210,70;33
951;23;46;117,00;112,50;209,60;33
952;24;50;114,00;116,00;208,50;33
953;24;244;117,50;112,50;208,50;33
954;26;133;113,50;111,50;200,50;33
955;27;113;114,00;112,00;200,30;33
956;28;108;110,00;112,50;198,00;33
957;29;4;113,00;111,00;196,20;33
958;1;63;139,00;131,50;282,90;34
959;2;68;134,00;131,50;280,40;34
960;3;77;129,50;132,00;274,20;34
961;4;120;134,50;124,00;266,80;34
962;5;197;130,00;124,50;256,60;34
963;6;4;125,50;128,50;256,20;34
964;7;22;129,00;122,00;247,80;34
965;8;244;129,50;120,00;247,60;34
966;9;136;122,50;122,50;241,00;34
967;10;57;124,00;121,50;240,90;34
968;11;34;123,50;122,50;240,80;34
969;12;236;121,50;123,50;240,00;34
970;13;98;120,00;124,00;234,20;34
971;14;79;121,50;121,50;232,90;34
972;15;5;126,50;114,00;231,40;34
973;16;3;122,00;119,00;230,80;34
974;17;76;122,50;118,50;230,30;34
975;18;170;117,00;122,50;226,10;34
976;19;93;119,50;117,50;225,60;34
977;20;108;117,50;115,50;216,90;34
978;21;38;121,50;111,50;211,90;34
979;22;226;118,50;112,50;209,80;34
980;23;66;120,00;109,00;209,20;34
981;24;111;119,00;111,50;208,40;34
982;25;210;114,00;115,00;207,20;34
983;26;132;117,50;112,50;204,00;34
984;27;50;114,00;112,00;200,30;34
985;28;112;111,00;112,50;193,30;34
986;29;55;108,50;108,00;182,70;34
987;1;63;141,50;148,00;319,10;35
988;2;68;137,00;148,00;309,00;35
989;3;132;141,00;135,00;298,80;35
990;4;136;137,50;138,00;295,90;35
991;5;236;137,00;137,00;293,70;35
992;6;55;136,00;136,00;293,10;35
993;7;151;139,50;129,00;285,80;35
994;8;3;131,00;133,50;278,10;35
995;9;22;133,00;131,50;274,60;35
996;10;38;128,50;136,00;273,60;35
997;11;76;127,50;135,00;272,50;35
998;12;77;131,50;130,00;271,20;35
999;13;57;132,50;129,00;269,70;35
1000;14;210;129,50;131,50;269,30;35
1001;15;108;127,50;127,50;260,50;35
1002;15;120;127,50;130,00;260,50;35
1003;17;79;130,00;128,50;258,80;35
1004;18;197;142,00;113,50;258,40;35
1005;19;111;125,50;128,00;255,30;35
1006;20;40;124,50;126,00;249,90;35
1007;21;70;126,00;123,50;248,10;35
1008;22;123;124,50;124,50;247,20;35
1009;23;67;127,00;123,50;246,90;35
1010;24;50;120,50;124,50;238,00;35
1011;25;104;124,00;116,50;227,40;35
1012;26;237;121,00;115,50;223,70;35
1013;27;240;119,50;115,00;218,60;35
1014;28;170;117,50;117,00;218,10;35
1015;29;194;119,50;115,00;215,10;35
1016;1;68;123,50;131,00;259,60;36
1017;2;63;124,00;130,00;259,20;36
1018;3;236;124,00;124,50;249,80;36
1019;4;197;122,00;128,50;247,90;36
1020;5;77;120,50;124,50;241,50;36
1021;6;113;125,00;120,00;237,00;36
1022;7;136;120,50;121,00;236,70;36
1023;8;120;119,50;121,50;229,80;36
1024;9;138;118,50;120,00;226,80;36
1025;10;244;121,50;116,50;225,40;36
1026;10;135;121,50;116,50;225,40;36
1027;12;40;125,00;115,00;225,00;36
1028;13;98;114,00;123,00;221,10;36
1029;14;164;118,50;117,00;219,40;36
1030;15;170;117,50;118,00;218,40;36
1031;15;226;117,50;118,00;218,40;36
1032;17;174;116,00;118,00;217,20;36
1033;18;132;112,00;121,00;214,90;36
1034;19;76;112,50;123,50;208,80;36
1035;20;11;120,50;112,50;207,90;36
1036;21;210;113,50;116,00;206,60;36
1037;21;50;110,50;119,00;206,60;36
1038;23;233;112,00;116,50;204,30;36
1039;24;21;116,00;111,50;203,50;36
1040;25;38;112,00;119,50;203,20;36
1041;26;122;110,00;116,50;202,20;36
1042;27;22;110,50;114,50;199,50;36
1043;28;70;113,00;111,00;197,20;36
1044;29;99;110,50;106,00;178,70;36
1045;1;136;131,00;123,50;262,10;37
1046;2;63;130,00;125,00;261,50;37
1047;3;68;128,50;122,00;251,90;37
1048;4;236;125,50;121,50;245,10;37
1049;5;197;123,00;124,00;243,60;37
1050;6;77;122,50;122,50;241,50;37
1051;7;113;117,00;129,50;240,20;37
1052;8;135;119,50;122,50;235,10;37
1053;9;79;124,00;121,00;233,50;37
1054;10;120;117,50;125,00;232,50;37
1055;11;98;117,50;123,50;229,80;37
1056;12;170;118,00;121,00;225,20;37
1057;13;57;121,50;114,50;222,80;37
1058;14;3;118,50;118,00;222,70;37
1059;15;174;119,50;117,00;222,20;37
1060;16;70;120,50;115,00;218,40;37
1061;17;111;121,50;111,50;213,90;37
1062;18;76;117,00;115,50;212,50;37
1063;19;138;115,00;115,50;208,90;37
1064;20;50;117,00;113,50;206,90;37
1065;21;233;114,50;115,00;206,10;37
1066;22;133;116,00;112,00;204,90;37
1067;23;11;120,50;106,50;204,10;37
1068;24;132;115,00;112,50;204,00;37
1069;25;244;113,50;114,50;203,90;37
1070;26;145;116,00;111,00;201,60;37
1071;27;21;113,00;112,00;201,00;37
1072;28;9;114,50;111,00;196,40;37
1073;29;38;113,50;108,00;189,70;37
1074;1;236;131,00;135,00;272,80;38
1075;2;79;131,50;123,00;249,60;38
1076;2;113;129,50;122,50;249,60;38
1077;4;237;126,00;123,00;245,20;38
1078;5;151;122,50;122,50;242,50;38
1079;6;181;117,50;123,50;232,80;38
1080;7;244;118,50;122,00;229,40;38
1081;8;108;120,00;116,50;227,70;38
1082;8;135;116,50;122,50;227,70;38
1083;10;239;113,50;124,00;227,50;38
1084;11;55;119,50;118,50;227,40;38
1085;12;46;115,50;123,00;227,30;38
1086;13;238;118,50;120,00;226,80;38
1087;14;49;114,50;121,00;219,90;38
1088;15;112;119,50;116,50;219,30;38
1089;16;9;114,00;120,00;216,70;38
1090;17;67;113,50;120,00;215,80;38
1091;18;162;112,00;117,00;203,20;38
1092;19;70;114,00;113,50;202,50;38
1093;20;71;107,00;117,50;200,60;38
1094;21;4;121,00;104,50;200,40;38
1095;22;141;114,00;111,50;199,90;38
1096;23;41;111,50;104,00;181,40;38
1097;24;165;107,50;107,50;180,50;38
1098;25;171;110,50;100,50;172,80;38
1099;26;235;108,00;101,00;169,70;38
1100;27;26;111,00;97,00;168,90;38
1101;28;166;108,00;99,50;168,00;38
1102;29;240;110,50;66,00;101,20;38
1103;1;236;128,50;127,00;259,90;39
1104;2;113;129,00;123,00;250,60;39
1105;3;108;124,00;120,50;244,60;39
1106;4;244;123,50;120,00;234,30;39
1107;5;112;126,50;115,00;232,70;39
1108;6;79;122,00;119,00;230,30;39
1109;7;237;122,50;114,50;225,10;39
1110;8;135;121,00;116,50;225,00;39
1111;9;55;114,50;120,50;223,50;39
1112;10;162;124,00;114,00;221,90;39
1113;11;66;116,00;118,50;220,10;39
1114;12;151;112,00;120,50;216,00;39
1115;13;70;116,50;117,00;215,80;39
1116;14;99;114,50;119,00;215,30;39
1117;15;238;117,00;116,00;214,90;39
1118;16;181;118,50;113,50;212,60;39
1119;17;67;120,50;112,00;212,50;39
1120;18;188;117,00;113,50;210,90;39
1121;19;71;115,50;113,50;209,70;39
1122;20;165;113,50;113,50;204,60;39
1123;21;209;111,50;115,50;204,10;39
1124;22;239;115,00;110,50;203,90;39
1125;23;9;112,50;113,50;202,80;39
1126;24;46;120,00;106,50;202,20;39
1127;25;4;119,00;106,00;198,50;39
1128;26;18;115,50;108,00;197,30;39
1129;27;94;116,00;107,00;195,40;39
1130;28;40;108,50;113,50;192,60;39
1131;29;121;108,50;102,00;172,90;39
1132;1;197;125,50;125,00;266,80;40
1133;2;136;124,50;124,00;263,70;40
1134;3;120;123,00;125,50;261,70;40
1135;4;3;124,50;122,50;261,00;40
1136;5;68;121,00;124,00;255,90;40
1137;6;5;121,50;123,00;253,50;40
1138;7;38;119,00;119,50;237,20;40
1139;8;126;118,50;118,00;237,10;40
1140;9;226;114,50;119,00;231,20;40
1141;10;98;116,00;115,50;227,60;40
1142;11;145;119,00;112,50;225,60;40
1143;12;55;113,50;115,00;225,20;40
1144;13;170;116,00;113,00;223,10;40
1145;14;113;114,50;115,50;222,90;40
1146;15;244;114,00;114,00;221,80;40
1147;16;239;116,50;109,50;219,20;40
1148;17;50;111,00;114,50;216,80;40
1149;18;123;111,50;114,50;216,20;40
1150;19;109;115,00;110,00;215,40;40
1151;20;132;115,00;110,00;213,90;40
1152;21;133;111,50;110,50;209,50;40
1153;22;4;113,00;109,00;209,00;40
1154;23;71;111,00;110,00;208,70;40
1155;24;11;116,00;104,50;205,30;40
1156;25;34;110,50;110,00;204,30;40
1157;26;79;113,50;106,50;197,40;40
1158;27;96;109,00;104,50;189,70;40
1159;28;236;115,50;95,00;182,30;40
1160;29;237;112,00;93,00;174,90;40
1161;1;68;130,50;124,50;274,50;41
1162;2;197;127,00;123,50;270,40;41
1163;3;63;125,00;114,00;248,70;41
1164;3;3;121,50;117,50;248,70;41
1165;5;136;120,00;119,50;248,10;41
1166;6;120;117,50;121,00;246,30;41
1167;7;5;121,50;116,50;245,90;41
1168;8;77;125,00;110,50;241,90;41
1169;9;79;123,00;115,50;241,30;41
1170;10;55;116,50;117,00;237,80;41
1171;11;76;118,50;116,00;237,60;41
1172;12;113;120,50;111,00;231,70;41
1173;13;11;118,00;110,00;224,90;41
1174;14;244;117,50;110,00;223,50;41
1175;15;126;117,00;109,00;221,30;41
1176;16;38;118,00;108,50;220,70;41
1177;17;98;113,00;109,00;211,10;41
1178;18;22;116,00;104,50;210,90;41
1179;19;170;112,00;107,50;207,10;41
1180;20;65;110,50;108,00;206,80;41
1181;21;181;112,50;106,00;205,80;41
1182;22;108;112,50;104,00;204,20;41
1183;23;67;107,50;109,50;201,60;41
1184;24;70;108,50;106,00;197,10;41
1185;25;151;111,50;102,00;196,30;41
1186;26;4;108,50;105,50;196,20;41
1187;27;226;113,50;98,50;191,60;41
1188;28;24;107,50;103,00;188,90;41
1189;29;57;109,00;100,00;188,20;41
1190;1;68;134,50;130,50;280,00;42
1191;2;136;131,50;129,00;266,40;42
1192;3;63;125,00;127,50;257,50;42
1193;4;5;128,00;117,00;241,50;42
1194;5;3;123,00;120,00;237,90;42
1195;6;197;120,50;123,50;236,70;42
1196;7;132;122,00;122,50;235,60;42
1197;8;236;120,50;121,00;232,20;42
1198;9;120;121,00;119,50;230,40;42
1199;10;98;120,00;121,00;229,80;42
1200;11;57;121,00;115,50;222,70;42
1201;12;38;123,50;115,50;222,20;42
1202;13;55;121,00;113,00;218,70;42
1203;14;65;119,50;115,50;217,50;42
1204;15;133;117,00;115,00;214,10;42
1205;16;170;118,00;114,00;213,10;42
1206;17;22;117,50;115,00;213,00;42
1207;18;226;115,50;116,00;210,20;42
1208;19;145;115,00;116,00;208,80;42
1209;20;244;118,00;113,50;208,70;42
1210;21;4;115,50;111,50;199,60;42
1211;22;11;111,00;113,00;196,70;42
1212;23;79;116,00;108,50;195,60;42
1213;24;71;110,50;107,00;186,00;42
1214;25;108;110,50;105,50;184,30;42
1215;26;67;115,50;102,50;183,90;42
1216;27;239;110,00;105,50;181,90;42
1217;28;126;109,00;107,00;180,80;42
1218;29;76;114,00;105,00;178,70;42
1219;1;5;128,50;117,00;260,40;43
1220;2;63;124,00;120,00;259,70;43
1221;3;136;125,00;117,50;255,00;43
1222;4;3;122,00;119,00;253,30;43
1223;5;77;119,50;120,00;247,10;43
1224;6;120;125,50;111,50;243,60;43
1225;7;197;120,00;116,50;240,70;43
1226;8;68;120,00;114,50;237,60;43
1227;9;151;115,00;115,00;233,00;43
1228;10;113;117,00;112,00;226,20;43
1229;11;236;116,00;111,50;223,00;43
1230;12;98;115,00;112,50;220,50;43
1231;13;4;116,00;109,50;218,40;43
1232;14;145;116,00;108,50;216,10;43
1233;15;244;111,50;113,50;215,50;43
1234;16;38;117,00;107,50;214,60;43
1235;17;50;114,50;108,50;212,90;43
1236;18;57;110,00;110,50;208,40;43
1237;19;170;111,00;109,00;207,00;43
1238;20;55;110,00;105,50;204,40;43
1239;21;11;111,50;106,00;203,00;43
1240;22;239;107,50;108,50;202,80;43
1241;22;22;110,50;108,00;202,80;43
1242;24;132;112,00;105,50;201,50;43
1243;25;226;109,00;108,50;200,00;43
1244;26;123;110,00;103,00;196,40;43
1245;27;79;112,00;102,50;194,60;43
1246;28;108;107,00;103,50;193,40;43
1247;29;65;113,50;92,00;175,90;43
1248;1;170;131,50;143,50;293,50;44
1249;2;136;129,50;144,00;291,30;44
1250;3;3;133,50;138,00;291,20;44
1251;4;171;131,00;146,00;291,10;44
1252;5;236;128,00;141,50;284,10;44
1253;6;226;128,50;141,50;281,50;44
1254;7;68;128,00;139,50;276,50;44
1255;8;77;127,00;140,00;273,10;44
1256;9;133;132,50;130,50;270,90;44
1257;10;126;131,00;130,50;267,70;44
1258;11;55;133,50;139,00;267,50;44
1259;12;108;125,00;133,50;266,80;44
1260;13;120;118,00;138,50;258,70;44
1261;14;212;123,00;133,00;254,30;44
1262;15;244;121,50;133,00;252,60;44
1263;16;114;121,00;132,00;251,40;44
1264;17;151;122,50;130,00;249,00;44
1265;18;183;120,00;129,00;243,20;44
1266;19;111;121,50;126,50;240,40;44
1267;20;22;119,00;128,00;240,10;44
1268;21;57;118,50;128,50;239,60;44
1269;22;76;121,50;126,00;239,50;44
1270;23;96;120,00;123,00;233,40;44
1271;24;65;116,50;128,50;232,50;44
1272;25;135;119,50;124,50;232,20;44
1273;26;200;115,00;127,50;231,00;44
1274;27;115;114,50;127,50;230,60;44
1275;28;98;117,50;122,50;225,00;44
1276;29;164;118,00;121,50;223,10;44
1277;1;236;135,00;143,50;303,80;45
1278;2;3;141,00;134,50;298,40;45
1279;3;170;136,00;135,00;287,30;45
1280;4;136;140,00;129,50;285,60;45
1281;5;226;137,00;130,00;278,60;45
1282;6;171;135,00;128,50;272,30;45
1283;7;120;132,00;128,00;265,00;45
1284;8;77;125,00;129,50;256,10;45
1285;9;133;122,50;127,00;246,60;45
1286;10;55;124,00;125,50;246,10;45
1287;11;9;123,00;126,50;245,10;45
1288;12;65;130,00;120,00;243,00;45
1289;13;244;120,50;126,00;236,70;45
1290;14;68;139,50;107,50;233,10;45
1291;15;22;139,00;103,50;232,00;45
1292;16;13;123,50;118,50;231,10;45
1293;17;96;119,00;120,00;225,20;45
1294;18;57;113,50;120,00;213,30;45
1295;19;111;119,00;111,50;205,90;45
1296;20;200;121,50;105,00;201,70;45
1297;21;98;123,50;98,50;190,10;45
1298;22;108;122,00;99,50;188,20;45
1299;23;135;112,00;107,50;185,10;45
1300;24;123;112,00;105,50;183,00;45
1301;25;126;124,50;92,00;177,20;45
1302;26;115;119,00;95,00;172,70;45
1303;27;217;118,50;91,00;165,60;45
1304;28;34;124,50;84,00;160,80;45
1305;29;193;112,50;92,00;155,60;45
1306;1;77;129,00;128,50;268,00;46
1307;2;171;124,00;135,50;267,60;46
1308;3;226;128,50;132,00;266,90;46
1309;4;236;128,00;130,50;265,80;46
1310;5;136;128,50;128,00;263,70;46
1311;6;131;126,00;130,00;255,80;46
1312;7;133;120,00;131,50;252,20;46
1313;8;114;125,50;126,00;251,70;46
1314;9;3;129,50;120,00;251,60;46
1315;10;68;123,00;128,00;251,30;46
1316;11;108;122,50;124,00;247,20;46
1317;12;244;122,50;127,00;247,10;46
1318;13;151;119,00;129,00;245,40;46
1319;14;64;120,00;127,50;244,00;46
1320;15;113;121,50;127,00;241,30;46
1321;16;170;120,00;126,50;239,70;46
1322;17;126;120,50;123,50;237,70;46
1323;18;210;119,00;123,50;232,00;46
1324;19;57;115,50;119,50;219,50;46
1325;20;212;114,00;122,00;219,30;46
1326;21;22;113,00;121,50;211,10;46
1327;22;111;115,50;116,00;209,70;46
1328;23;50;112,50;117,00;206,10;46
1329;24;55;109,50;116,50;201,80;46
1330;25;5;113,50;108,00;194,70;46
